,objid,id,ra,dec,mag,designation,mpcRA,mpcDec,v,offsetRA,offsetDec,motion_ra,motion_dec,orbit,comment,distance
684,3701412,c6a04456-16d5-4601-8163-cf15b5f8ad98,23:49:36.44,1:01:47.6,22.6583995819,(432284) 2009 SW207      ,23 49 47.2 ,+01 02 56  ,21.7   ,2.7E   ,1.1N    , 6-    , 2+  ,  6o  ,None needed at this time.,0.000849738126477
685,3701412,c6a04456-16d5-4601-8163-cf15b5f8ad98,23:49:36.44,1:01:47.6,22.6583995819,         2011 FC134      ,23 49 22.3 ,+00 59 59  ,21.8   ,3.5W   ,1.8S    ,11-    , 2-  ,  5o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (105.2,-21.3,22.1)",0.0011551011074
686,3243081,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:57:40.92,0:05:19.1,22.5265007019,         2015 DF4        ,23 57 57.9 ,+00 05 45  ,23.1   ,4.2E   ,0.4N    ,35-    ,12-  ,   o  ,Leave for survey recovery.,0.00124118676562
687,3243081,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:57:40.92,0:05:19.1,22.5265007019,         2013 SZ61       ,23 57 48.0 ,+00 09 13  ,20.7   ,1.8E   ,3.9N    ,29-    , 9-  ,  4o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (137.9,-08.0,21.8)",0.00124539187518
688,3243081,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:57:40.92,0:05:19.1,22.5265007019,(178486) 1999 TB64       ,23 57 41.7 ,+00 10 05  ,19.8   ,0.2E   ,4.8N    ,38-    ,10-  ,  8o  ,None needed at this time.,0.00138724247596
689,3454758,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:57:40.93,0:05:19.1,22.1984996796,         2015 DF4        ,23 57 57.8 ,+00 05 45  ,23.1   ,4.2E   ,0.4N    ,35-    ,12-  ,   o  ,Leave for survey recovery.,0.00123322865684
690,3454758,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:57:40.93,0:05:19.1,22.1984996796,         2013 SZ61       ,23 57 48.0 ,+00 09 13  ,20.7   ,1.8E   ,3.9N    ,29-    , 9-  ,  4o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (137.9,-08.0,21.8)",0.00124509140381
691,3454758,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:57:40.93,0:05:19.1,22.1984996796,(178486) 1999 TB64       ,23 57 41.6 ,+00 10 04  ,19.8   ,0.2E   ,4.8N    ,38-    ,10-  ,  8o  ,None needed at this time.,0.00138209328448
692,2472036,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:56:50.66,-0:00:19.8,21.9365997314,         2004 SU50       ,23 57 00.7 ,+00 02 12  ,21.4   ,2.5E   ,2.5N    ,24-    , 5+  , 23d  ,Leave for survey recovery.,0.00103668081719
693,2412032,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:56:50.65,-0:00:19.8,21.9500999451,         2004 SU50       ,23 57 00.6 ,+00 02 13  ,21.4   ,2.5E   ,2.5N    ,24-    , 5+  , 23d  ,Leave for survey recovery.,0.00103554431665
694,3595675,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:56:46.80,-0:00:45.7,21.4162998199,(372875) 2010 WC52       ,23 56 56.5 ,+00 01 08  ,21.1   ,2.4E   ,1.9N    ,27-    , 9-  ,  7o  ,None needed at this time.,0.000895238877641
695,2608096,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:56:46.75,-0:00:46.2,22.2625007629,(372875) 2010 WC52       ,23 56 55.8 ,+00 01 04  ,21.1   ,2.3E   ,1.8N    ,27-    , 9-  ,  7o  ,None needed at this time.,0.000847690892051
696,3797405,c6fb1631-2f28-43aa-bd8b-f202b709f8f8,23:55:51.28,-0:07:03.3,22.7593002319,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
697,3453070,c81b7c63-4704-47c2-84b8-c7025d8afc3a,23:57:06.91,0:03:02.4,22.3428001404,         2013 SD67       ,23 57 00.5 ,+00 01 43  ,20.3   ,1.6W   ,1.3S    ,36-    , 5-  ,  3o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 71.1,-26.5,23.8)",0.000604544930754
698,3453070,c81b7c63-4704-47c2-84b8-c7025d8afc3a,23:57:06.91,0:03:02.4,22.3428001404,         2013 RZ50       ,23 56 57.8 ,+00 04 23  ,20.4   ,2.3W   ,1.4N    ,25-    ,32-  , 60d  ,"Desirable between 2016 Feb. 25-Mar. 11.  (120.4,-03.4,21.8)",0.000769152901795
699,3453070,c81b7c63-4704-47c2-84b8-c7025d8afc3a,23:57:06.91,0:03:02.4,22.3428001404,(372172) 2008 TH51       ,23 56 56.3 ,+00 04 45  ,19.9   ,2.7W   ,1.7N    ,27-    ,17-  ,  7o  ,None needed at this time.,0.00091802065405
700,3453070,c81b7c63-4704-47c2-84b8-c7025d8afc3a,23:57:06.91,0:03:02.4,22.3428001404,  (1126) Otero           ,23 57 18.6 ,-00 01 01  ,14.9   ,2.9E   ,4.0S    ,40-    , 9-  , 28o  ,None needed at this time.,0.00145436974387
701,3595656,c81b7c63-4704-47c2-84b8-c7025d8afc3a,23:56:26.83,-0:01:19.6,22.4016990662,(428302) 2007 EB218      ,23 56 08.5 ,+00 00 02  ,21.7   ,4.6W   ,1.4N    ,27-    ,11-  ,  6o  ,None needed at this time.,0.00139046101034
702,3797400,c81b7c63-4704-47c2-84b8-c7025d8afc3a,23:55:45.38,-0:05:52.2,23.4152984619,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
703,3720136,ca43822d-b4e1-4b78-a018-9af87b1ef4c4,23:59:02.74,2:31:50.1,23.3037986755,         2013 RE24       ,23 59 03.6 ,+02 35 11  ,20.8   ,0.2E   ,3.4N    ,27-    , 5-  , 21d  ,Leave for survey recovery.,0.000975992537464
704,3789468,ca43822d-b4e1-4b78-a018-9af87b1ef4c4,23:58:02.65,2:24:23.1,23.6605987549,(287085) 2002 RN69       ,23 57 51.3 ,+02 27 04  ,19.7   ,2.8W   ,2.7N    , 6-    , 6+  ,  8o  ,None needed at this time.,0.00113514564323
705,2062406,cdd96ca6-7bae-484a-8158-83b48a488766,0:02:19.89,1:32:58.4,21.3218994141,         2006 WM97       ,00 02 16.5 ,+01 34 32  ,21.1   ,0.8W   ,1.6N    ,24-    ,10-  ,  6o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 71.8,-23.4,24.3)",0.000516383693352
706,2062406,cdd96ca6-7bae-484a-8158-83b48a488766,0:02:19.89,1:32:58.4,21.3218994141,(429101) 2009 SV42       ,00 02 25.4 ,+01 36 27  ,20.9   ,1.4E   ,3.5N    ,34-    , 2-  ,  4o  ,None needed at this time.,0.00108775378275
707,2062406,cdd96ca6-7bae-484a-8158-83b48a488766,0:02:19.89,1:32:58.4,21.3218994141,         2003 SB346      ,00 02 07.7 ,+01 29 45  ,22.3   ,3.0W   ,3.2S    ,23-    ,11-  , 10d  ,Leave for survey recovery.,0.00129013349172
708,3649809,cdd96ca6-7bae-484a-8158-83b48a488766,0:01:08.24,1:24:50.2,21.8467998505,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
709,3263423,ce198e98-70d5-407c-9107-5c0feecea692,0:10:52.17,1:37:07.2,22.4174995422,         2011 FR14       ,00 10 37.3 ,+01 38 51  ,21.7   ,3.7W   ,1.7N    ,34-    , 9-  ,  2o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 87.8,-26.4,23.2)",0.00119233943921
710,2664898,ce198e98-70d5-407c-9107-5c0feecea692,0:10:01.89,1:31:30.2,22.2844009399,(375438) 2008 TO74       ,00 09 49.5 ,+01 30 52  ,21.2   ,3.1W   ,0.6S    ,26-    , 9-  ,  5o  ,None needed at this time.,0.000919551964877
711,2664898,ce198e98-70d5-407c-9107-5c0feecea692,0:10:01.89,1:31:30.2,22.2844009399,(380657) 2005 DN1        ,00 10 05.1 ,+01 27 42  ,21.9   ,0.8E   ,3.8S    ,24-    ,10-  ,  6o  ,None needed at this time.,0.00113068786396
712,3681295,ce198e98-70d5-407c-9107-5c0feecea692,0:10:01.78,1:31:29.5,22.3689994812,(375438) 2008 TO74       ,00 09 48.3 ,+01 30 46  ,21.2   ,3.4W   ,0.7S    ,27-    , 9-  ,  5o  ,None needed at this time.,0.00100238516678
713,3681295,ce198e98-70d5-407c-9107-5c0feecea692,0:10:01.78,1:31:29.5,22.3689994812,(380657) 2005 DN1        ,00 10 04.1 ,+01 27 36  ,21.9   ,0.6E   ,3.9S    ,24-    ,10-  ,  6o  ,None needed at this time.,0.00114453481015
714,3810328,ce198e98-70d5-407c-9107-5c0feecea692,0:09:09.02,1:25:33.0,23.4675998688,         2013 SF23       ,00 09 03.5 ,+01 28 12  ,20.9   ,1.4W   ,2.7N    ,21-    , 3+  , 11d  ,Leave for survey recovery.,0.000869054214992
715,3810328,ce198e98-70d5-407c-9107-5c0feecea692,0:09:09.02,1:25:33.0,23.4675998688, (30233) 2000 GJ161      ,00 09 12.8 ,+01 21 05  ,19.6   ,0.9E   ,4.5S    ,14-    ,11-  , 15o  ,None needed at this time.,0.00132804442358
716,2631462,cf10051e-c5f9-4ace-8b62-34fc4c652fc6,0:12:50.08,2:52:02.5,21.3483009338,         2014 YN28       ,00 12 48.2 ,+02 54 43  ,20.7   ,0.5W   ,2.7N    ,30-    , 8-  ,   o  ,Leave for survey recovery.,0.000790015294474
717,2631462,cf10051e-c5f9-4ace-8b62-34fc4c652fc6,0:12:50.08,2:52:02.5,21.3483009338,(182658) 2001 UE196      ,00 12 36.6 ,+02 50 10  ,19.6   ,3.4W   ,1.9S    ,28-    ,15-  , 11o  ,None needed at this time.,0.0011207471513
718,2631462,cf10051e-c5f9-4ace-8b62-34fc4c652fc6,0:12:50.08,2:52:02.5,21.3483009338,(278707) 2008 SX26       ,00 13 04.9 ,+02 50 34  ,20.7   ,3.7E   ,1.5S    ,27-    ,11-  , 11o  ,None needed at this time.,0.00115876488634
719,3803868,cf10051e-c5f9-4ace-8b62-34fc4c652fc6,0:11:45.77,2:44:51.0,21.9610996246,         2015 BK170      ,00 11 54.1 ,+02 44 59  ,23.2   ,2.1E   ,0.1N    ,18-    , 7-  ,  5d  ,Leave for survey recovery.,0.000606319556093
720,3803868,cf10051e-c5f9-4ace-8b62-34fc4c652fc6,0:11:45.77,2:44:51.0,21.9610996246, (77840) 2001 QH271      ,00 11 56.6 ,+02 45 25  ,19.3   ,2.7E   ,0.6N    ,17-    , 2-  , 11o  ,None needed at this time.,0.000803755539214
721,3803868,cf10051e-c5f9-4ace-8b62-34fc4c652fc6,0:11:45.77,2:44:51.0,21.9610996246,(229612) 2006 DS36       ,00 12 02.8 ,+02 43 37  ,20.4   ,4.2E   ,1.2S    ,15-    , 6-  , 10o  ,None needed at this time.,0.0012880166839
722,3803868,cf10051e-c5f9-4ace-8b62-34fc4c652fc6,0:11:45.77,2:44:51.0,21.9610996246,(425799) 2011 CH107      ,00 11 38.2 ,+02 40 20  ,21.8   ,1.9W   ,4.5S    ,16-    , 7-  ,  5o  ,None needed at this time.,0.00142427813925
723,3810218,cf10051e-c5f9-4ace-8b62-34fc4c652fc6,0:11:05.58,2:40:14.3,21.912399292,(423484) 2005 TK16       ,00 10 50.1 ,+02 43 00  ,21.5   ,3.9W   ,2.8N    , 3-    , 5-  ,  6o  ,None needed at this time.,0.00138196772155
724,3132595,cf8426ff-12c1-4a34-942d-a26833f9c98f,0:03:59.80,0:50:11.5,23.0071983337, (27370) 2000 EM40       ,00 03 55.8 ,+00 49 17  ,18.0   ,1.0W   ,0.9S    ,29-    , 9-  , 18o  ,None needed at this time.,0.000392953270986
725,3132595,cf8426ff-12c1-4a34-942d-a26833f9c98f,0:03:59.80,0:50:11.5,23.0071983337,(267440) 2002 CK212      ,00 03 51.7 ,+00 54 06  ,19.9   ,2.0W   ,3.9N    ,33-    ,11-  ,  8o  ,None needed at this time.,0.00128039561257
726,2106735,cf8426ff-12c1-4a34-942d-a26833f9c98f,0:03:12.45,0:45:00.6,22.4478988647,(274308) 2008 QN37       ,00 03 09.3 ,+00 47 52  ,20.2   ,0.8W   ,2.9N    ,26-    , 9-  , 10o  ,None needed at this time.,0.000861961572502
727,2106735,cf8426ff-12c1-4a34-942d-a26833f9c98f,0:03:12.45,0:45:00.6,22.4478988647,         2013 RO38       ,00 02 59.6 ,+00 43 53  ,21.0   ,3.2W   ,1.1S    ,21-    , 6-  , 21d  ,Leave for survey recovery.,0.000990208795909
728,2106735,cf8426ff-12c1-4a34-942d-a26833f9c98f,0:03:12.45,0:45:00.6,22.4478988647,         2014 WY275      ,00 03 17.1 ,+00 41 12  ,21.1   ,1.2E   ,3.8S    ,23-    ,17-  ,   o  ,Leave for survey recovery.,0.00115871744862
729,2106735,cf8426ff-12c1-4a34-942d-a26833f9c98f,0:03:12.45,0:45:00.6,22.4478988647,(113178) 2002 RG103      ,00 03 21.3 ,+00 41 08  ,18.9   ,2.2E   ,3.9S    ,25-    , 5-  , 10o  ,None needed at this time.,0.00129838276283
730,3499508,cf8426ff-12c1-4a34-942d-a26833f9c98f,0:03:04.15,0:44:06.0,22.5756988525,         2013 RN44       ,00 02 59.6 ,+00 45 43  ,19.9   ,1.1W   ,1.6N    ,26-    , 1-  ,  4o  ,"Very desirable between 2016 Mar. 20-Apr. 19.  (153.7,+15.7,20.7)",0.000574995311987
731,3238092,d250dcc4-0146-4397-8940-ab0bfa23ba7d,23:54:36.70,0:04:25.7,23.0149993896,(141908) 2002 PC77       ,23 54 45.6 ,+00 01 33  ,19.1   ,2.2E   ,2.9S    ,38-    , 6-  , 10o  ,None needed at this time.,0.00105826648486
732,3447751,d250dcc4-0146-4397-8940-ab0bfa23ba7d,23:54:36.70,0:04:25.7,22.2240982056,(141908) 2002 PC77       ,23 54 45.5 ,+00 01 33  ,19.1   ,2.2E   ,2.9S    ,38-    , 6-  , 10o  ,None needed at this time.,0.00105383457951
733,3794229,d250dcc4-0146-4397-8940-ab0bfa23ba7d,23:53:07.24,-0:06:41.2,22.4165000916,(274308) 2008 QN37       ,23 53 21.0 ,-00 09 54  ,20.7   ,3.4E   ,3.2S    ,10-    , 3-  , 10o  ,None needed at this time.,0.00136930943764
734,3792538,d250dcc4-0146-4397-8940-ab0bfa23ba7d,23:52:40.06,-0:10:13.9,22.1844997406,(374367) 2005 US295      ,23 52 49.8 ,-00 10 00  ,22.2   ,2.4E   ,0.2N    ,10+    , 4+  ,  6o  ,None needed at this time.,0.000711508223673
735,3792538,d250dcc4-0146-4397-8940-ab0bfa23ba7d,23:52:40.06,-0:10:13.9,22.1844997406,         2008 RF125      ,23 52 49.7 ,-00 09 01  ,21.7   ,2.4E   ,1.2N    , 5+    , 0+  ,  6o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (153.0,-02.5,21.6)",0.000785089945569
736,3792538,d250dcc4-0146-4397-8940-ab0bfa23ba7d,23:52:40.06,-0:10:13.9,22.1844997406,(219746) 2001 XQ239      ,23 52 30.7 ,-00 13 33  ,19.4   ,2.3W   ,3.3S    ,42+    ,22+  ,  9o  ,None needed at this time.,0.00118112327115
737,2061254,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,0:01:10.56,1:33:03.8,20.7539997101,         2013 RO36       ,00 01 14.2 ,+01 35 26  ,20.8   ,0.9E   ,2.4N    ,31-    , 3-  , 21d  ,Leave for survey recovery.,0.000738442374955
738,2061254,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,0:01:10.56,1:33:03.8,20.7539997101,(330899) 2009 SX38       ,00 01 14.2 ,+01 30 25  ,19.9   ,0.9E   ,2.6S    ,22-    , 5-  ,  7o  ,None needed at this time.,0.000814089763285
739,2061254,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,0:01:10.56,1:33:03.8,20.7539997101,         2015 FU199      ,00 01 13.7 ,+01 37 55  ,21.2   ,0.8E   ,4.9N    ,26-    ,20-  ,   o  ,Leave for survey recovery.,0.00143011110501
740,2519517,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,0:01:05.41,1:32:29.3,20.7566986084, (76628) Kozi Hradek     ,00 01 06.6 ,+01 31 34  ,19.5   ,0.3E   ,0.9S    ,21-    ,17-  , 13o  ,None needed at this time.,0.000281713220814
741,2519517,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,0:01:05.41,1:32:29.3,20.7566986084, (46050) 2001 DM74       ,00 01 02.4 ,+01 36 19  ,20.2   ,0.7W   ,3.8N    ,24-    ,10-  , 16o  ,None needed at this time.,0.00113491015618
742,3767335,d281ce40-5abd-4f0f-8d71-f8bbf10d6683,0:01:00.41,1:31:56.1,21.1187992096,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
743,2102585,d4da380e-e87b-4bb0-8304-654a98d8d6b2,0:02:42.59,0:51:22.5,21.5020999908,         2016 CQ132      ,00 02 30.1 ,+00 47 59  ,23.4   ,3.1W   ,3.4S    ,28-    , 8-  ,   o  ,"Desirable between 2016 Feb. 25-Mar. 2.  (149.2,+25.5,22.0)",0.0013409716814
744,3232607,d4da380e-e87b-4bb0-8304-654a98d8d6b2,0:02:34.46,0:50:24.7,21.5812988281, (48743) 1997 EE57       ,00 02 45.4 ,+00 50 58  ,20.0   ,2.7E   ,0.6N    ,29-    ,10-  , 14o  ,None needed at this time.,0.000811709659119
745,3232607,d4da380e-e87b-4bb0-8304-654a98d8d6b2,0:02:34.46,0:50:24.7,21.5812988281,         2015 AP212      ,00 02 36.9 ,+00 45 48  ,22.5   ,0.6E   ,4.6S    ,21-    ,17-  ,   o  ,Leave for survey recovery.,0.00135316168846
746,3499328,d4da380e-e87b-4bb0-8304-654a98d8d6b2,0:02:34.30,0:50:23.5,21.9520988464, (48743) 1997 EE57       ,00 02 43.2 ,+00 50 46  ,20.0   ,2.2E   ,0.4N    ,29-    ,10-  , 14o  ,None needed at this time.,0.000656285213761
747,3499328,d4da380e-e87b-4bb0-8304-654a98d8d6b2,0:02:34.30,0:50:23.5,21.9520988464,         2015 AP212      ,00 02 35.3 ,+00 45 30  ,22.5   ,0.3E   ,4.9S    ,21-    ,17-  ,   o  ,Leave for survey recovery.,0.00142478489564
748,3660294,d4da380e-e87b-4bb0-8304-654a98d8d6b2,0:01:36.98,0:43:31.5,22.4455986023,(121955) 2000 ED53       ,00 01 40.1 ,+00 39 41  ,20.6   ,0.8E   ,3.8S    ,14-    , 6-  , 15o  ,None needed at this time.,0.00114029341384
749,3660294,d4da380e-e87b-4bb0-8304-654a98d8d6b2,0:01:36.98,0:43:31.5,22.4455986023, (85028) 2729 P-L        ,00 01 41.8 ,+00 47 41  ,19.3   ,1.2E   ,4.2N    , 9-    , 8-  , 14o  ,None needed at this time.,0.0012593647274
750,2670144,d5d5074e-28d5-4575-a4e3-71ad3050e5dc,0:13:36.75,2:01:41.2,22.342300415,         2013 ST8        ,00 13 34.1 ,+02 03 34  ,20.0   ,0.7W   ,1.9N    ,18-    , 9-  ,  4o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (177.1,+07.3,22.3)",0.000579791209819
751,1001672,dd15383e-6cea-48fe-bb2a-881ec39c82f7,0:09:27.82,-0:17:08.0,22.3676986694, (16016) 1999 CB54       ,00 09 21.5 ,-00 17 33  ,16.5   ,1.6W   ,0.4S    ,38-    ,14-  , 16o  ,None needed at this time.,0.000475310583793
752,3520450,dd15383e-6cea-48fe-bb2a-881ec39c82f7,0:08:24.32,-0:22:25.9,21.9521999359,         2013 RB38       ,00 08 35.3 ,-00 24 05  ,21.1   ,2.7E   ,1.6S    ,26-    ,17-  ,  7o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 64.9,-18.3,23.0)",0.000931872658045
753,3628181,dd15383e-6cea-48fe-bb2a-881ec39c82f7,0:08:24.23,-0:22:26.3,21.8614006042,         2013 RB38       ,00 08 34.5 ,-00 24 12  ,21.1   ,2.6E   ,1.8S    ,26-    ,17-  ,  7o  ,"Desirable between 2016 Feb. 25-Mar. 26.  ( 64.9,-18.3,23.0)",0.000905743031585
754,3799867,dd15383e-6cea-48fe-bb2a-881ec39c82f7,0:06:36.74,-0:30:37.8,22.4095993042,         2006 UY123      ,00 06 29.0 ,-00 27 47  ,22.7   ,1.9W   ,2.8N    , 3+    , 0-  , 28d  ,Leave for survey recovery.,0.00100124150936
755,3732058,dd429e11-a543-4e27-b609-1791e68631bb,23:59:00.94,2:19:57.7,22.454498291,         2011 FQ155      ,23 59 09.8 ,+02 24 25  ,23.4   ,2.2E   ,4.5N    ,22-    ,12-  ,  7d  ,Leave for survey recovery.,0.0014470003119
756,3782320,dd429e11-a543-4e27-b609-1791e68631bb,23:57:32.07,2:09:39.3,23.2165985107,         2009 UB56       ,23 57 38.4 ,+02 09 43  ,21.5   ,1.6E   ,0.1N    ,24+    , 5+  , 16d  ,Leave for survey recovery.,0.000460352700349
757,3782320,dd429e11-a543-4e27-b609-1791e68631bb,23:57:32.07,2:09:39.3,23.2165985107,    (94) Aurora          ,23 57 40.9 ,+02 06 14  ,12.6   ,2.2E   ,3.4S    , 5-    , 2+  , 65o  ,None needed at this time.,0.00118424415609
758,3782320,dd429e11-a543-4e27-b609-1791e68631bb,23:57:32.07,2:09:39.3,23.2165985107,         2010 UM13       ,23 57 39.9 ,+02 13 17  ,21.3   ,2.0E   ,3.6N    , 7+    , 5+  ,  4d  ,Leave for survey recovery.,0.0011990455478
759,1538078,de3d0258-2864-43d4-a6ed-3adbce048cb7,0:06:39.57,-4:35:40.6,21.9881000519,(176692) 2002 PR169      ,00 06 55.9 ,-04 37 06  ,20.4   ,4.1E   ,1.4S    ,33-    ,15-  , 11o  ,None needed at this time.,0.00125403468368
760,1653664,de3d0258-2864-43d4-a6ed-3adbce048cb7,0:06:39.56,-4:35:40.8,21.6100997925,(176692) 2002 PR169      ,00 06 55.8 ,-04 37 07  ,20.4   ,4.1E   ,1.4S    ,33-    ,15-  , 11o  ,None needed at this time.,0.00124917046214
761,3706296,de3d0258-2864-43d4-a6ed-3adbce048cb7,0:05:55.19,-4:39:28.7,21.2894992828,(370642) 2004 BV17       ,00 06 03.2 ,-04 40 33  ,20.8   ,2.0E   ,1.1S    ,34-    , 2-  ,  7o  ,None needed at this time.,0.000658971255715
762,3814949,de3d0258-2864-43d4-a6ed-3adbce048cb7,0:04:05.50,-4:47:22.5,21.6963005066,(267659) 2002 TU98       ,00 04 06.1 ,-04 49 47  ,20.8   ,0.1E   ,2.4S    , 3+    , 0+  , 10o  ,None needed at this time.,0.000701903739963
763,3814949,de3d0258-2864-43d4-a6ed-3adbce048cb7,0:04:05.50,-4:47:22.5,21.6963005066,(273228) 2006 JW66       ,00 03 56.4 ,-04 45 45  ,21.8   ,2.3W   ,1.6N    , 9-    , 4+  ,  7o  ,None needed at this time.,0.00081138364753
764,3814949,de3d0258-2864-43d4-a6ed-3adbce048cb7,0:04:05.50,-4:47:22.5,21.6963005066,(461088) 2015 AW198      ,00 04 18.5 ,-04 48 02  ,20.9   ,3.2E   ,0.7S    , 0-    , 7+  ,  7o  ,None needed at this time.,0.000961344637969
765,3141239,df73ac71-5099-4fe2-9897-83eb6d85b673,0:10:48.86,3:10:52.6,21.212600708,(374675) 2006 PB17       ,00 10 47.4 ,+03 13 29  ,18.9   ,0.4W   ,2.6N    ,33-    ,10-  ,  5o  ,None needed at this time.,0.000765623080614
766,3275811,df73ac71-5099-4fe2-9897-83eb6d85b673,0:10:48.86,3:10:52.6,20.7604999542,(374675) 2006 PB17       ,00 10 47.3 ,+03 13 28  ,18.9   ,0.4W   ,2.6N    ,33-    ,10-  ,  5o  ,None needed at this time.,0.000761867550015
767,1955216,df73ac71-5099-4fe2-9897-83eb6d85b673,0:09:52.75,3:04:43.7,20.6581001282,(235460) 2003 YS162      ,00 09 50.6 ,+03 09 15  ,20.6   ,0.5W   ,4.5N    ,26-    , 7-  ,  9o  ,None needed at this time.,0.0013245326109
768,1955216,df73ac71-5099-4fe2-9897-83eb6d85b673,0:09:52.75,3:04:43.7,20.6581001282,(193174) 2000 LF22       ,00 10 07.1 ,+03 01 44  ,20.1   ,3.6E   ,3.0S    ,22-    ,17-  , 10o  ,None needed at this time.,0.00135828450288
769,3789973,df73ac71-5099-4fe2-9897-83eb6d85b673,0:08:44.90,2:57:04.1,21.3004989624,(426572) 2013 SA15       ,00 08 45.1 ,+02 59 50  ,21.0   ,0.0E   ,2.8N    , 2-    , 4+  ,  6o  ,None needed at this time.,0.000804437036704
770,1632863,e53850f8-b7d2-4717-883c-df8fa7ae257e,23:55:50.61,0:30:04.8,21.195098877,         2000 GV128      ,23 55 57.1 ,+00 27 16  ,23.3   ,1.6E   ,2.8S    ,26-    ,14-  , 15d  ,Leave for survey recovery.,0.000944700264464
771,1632863,e53850f8-b7d2-4717-883c-df8fa7ae257e,23:55:50.61,0:30:04.8,21.195098877,(277798) 2006 EA57       ,23 56 02.2 ,+00 27 03  ,20.6   ,2.9E   ,3.0S    ,24-    ,18-  ,  6o  ,None needed at this time.,0.00121950613724
772,3780877,e53850f8-b7d2-4717-883c-df8fa7ae257e,23:54:45.18,0:22:46.9,22.2752990723,(278181) 2007 DD92       ,23 54 44.3 ,+00 27 20  ,21.5   ,0.2W   ,4.5N    , 6-    , 0+  ,  7o  ,None needed at this time.,0.00132557175377
773,3720131,e9dc7347-efe9-4672-a2a7-c5b4e6cceda8,23:59:02.19,2:26:51.3,22.4668006897,         2011 FQ155      ,23 59 09.8 ,+02 24 25  ,23.4   ,1.9E   ,2.4S    ,22-    ,12-  ,  7d  ,Leave for survey recovery.,0.000899333178193
774,3780397,e9dc7347-efe9-4672-a2a7-c5b4e6cceda8,23:57:48.33,2:18:37.6,23.5734996796,-------------------------,-----------,-----------,-------,-------,--------,-------,-----,------,--------------------------------------,0.0
775,3311323,ecd8c8d2-81af-40eb-9f0b-68f7560b5bc0,23:53:01.77,1:03:31.5,20.7849998474,(246564) 2008 SW180      ,23 53 01.8 ,+01 03 32  ,20.9   ,0.0E   ,0.0N    ,27-    ,14-  ,  9o  ,None needed at this time.,3.26104005858e-06
776,2250451,ecd8c8d2-81af-40eb-9f0b-68f7560b5bc0,23:52:25.04,0:57:51.8,23.2395000458,(372264) 2008 UE254      ,23 52 36.6 ,+00 58 14  ,20.4   ,2.9E   ,0.4N    ,20-    ,10-  ,  7o  ,None needed at this time.,0.000847409768279
777,2647561,ecd8c8d2-81af-40eb-9f0b-68f7560b5bc0,23:51:41.44,0:50:47.0,23.0411987305,(323833) 2005 SX51       ,23 51 41.0 ,+00 55 13  ,20.7   ,0.1W   ,4.4N    , 2+    ,10-  ,  5o  ,None needed at this time.,0.00129000120019
778,3147997,eef59fc8-5bbe-4b3c-89e6-c7dcd842b551,23:55:42.74,1:01:32.8,22.2053985596,(213495) 2002 GS37       ,23 55 33.3 ,+01 03 30  ,19.9   ,2.4W   ,1.9N    ,34-    ,19-  , 10o  ,None needed at this time.,0.000891052304026
779,3147997,eef59fc8-5bbe-4b3c-89e6-c7dcd842b551,23:55:42.74,1:01:32.8,22.2053985596,         2013 SY16       ,23 55 45.3 ,+01 06 00  ,20.7   ,0.6E   ,4.4N    ,31-    ,11-  ,  5o  ,"Desirable between 2016 Feb. 25-Mar. 26.  (125.7,-13.1,22.6)",0.00130872660425
780,3147997,eef59fc8-5bbe-4b3c-89e6-c7dcd842b551,23:55:42.74,1:01:32.8,22.2053985596,         2014 WT373      ,23 55 24.2 ,+01 03 22  ,20.9   ,4.6W   ,1.8N    ,30-    , 9-  ,   o  ,Leave for survey recovery.,0.00144827669068
